PassengerId,fSex,fEmbarked,Pclass,Age,SibSp,Parch,Fare,Survived,name_title,name_word_length,name_char_length,cabin_first_letter,ticket_category
178,female,C,1,50,0,0,28.7125,0,Miss.,3,17,C,PC
179,male,S,2,30,0,0,13,0,Mr.,2,12,n,digit
179,male,S,2,30,0,0,13,0,Mr.,2,12,n,digit
180,male,S,3,36,0,0,0,0,Mr.,2,13,n,LINE
180,male,S,3,36,0,0,0,0,Mr.,2,13,n,LINE
181,female,S,3,5,8,2,69.55,0,Miss.,3,19,n,CA
181,female,S,3,5,8,2,69.55,0,Miss.,3,19,n,CA
182,male,C,2,23,0,0,15.05,0,Mr.,2,10,n,SC/PARIS
182,male,C,2,36.5,0,0,15.05,0,Mr.,2,10,n,SC/PARIS
183,male,S,3,9,4,2,31.3875,0,Master.,4,25,n,digit
183,male,S,3,9,4,2,31.3875,0,Master.,4,25,n,digit
184,male,S,2,1,2,1,39,1,Master.,3,14,o,digit
184,male,S,2,1,2,1,39,1,Master.,3,14,o,digit
185,female,S,3,4,0,2,22.025,1,Miss.,3,26,n,digit
185,female,S,3,4,0,2,22.025,1,Miss.,3,26,n,digit
186,male,S,1,40,0,0,50,0,Mr.,3,14,o,digit
186,male,S,1,38,0,0,50,0,Mr.,3,14,o,digit
187,female,Q,3,6,1,0,15.5,1,Mrs.,3,13,n,digit
187,female,Q,3,6,1,0,15.5,1,Mrs.,3,13,n,digit
188,male,S,1,45,0,0,26.55,1,Mr.,4,21,n,digit
188,male,S,1,45,0,0,26.55,1,Mr.,4,21,n,digit
189,male,Q,3,40,1,1,15.5,0,Mr.,2,10,n,digit
189,male,Q,3,40,1,1,15.5,0,Mr.,2,10,n,digit
190,male,S,3,36,0,0,7.8958,0,Mr.,2,13,n,digit
190,male,S,3,36,0,0,7.8958,0,Mr.,2,13,n,digit
191,female,S,2,32,0,0,13,1,Mrs.,2,6,n,digit
191,female,S,2,32,0,0,13,1,Mrs.,2,6,n,digit
192,male,S,2,19,0,0,13,0,Mr.,2,15,n,digit
192,male,S,2,19,0,0,13,0,Mr.,2,15,n,digit
193,female,S,3,19,1,0,7.8542,1,Miss.,4,37,n,digit
193,female,S,3,19,1,0,7.8542,1,Miss.,4,37,n,digit
194,male,S,2,3,1,1,26,1,Master.,3,15,o,digit
194,male,S,2,3,1,1,26,1,Master.,3,15,o,digit
195,female,C,1,44,0,0,27.7208,1,Mrs.,4,16,B,PC
195,female,C,1,44,0,0,27.7208,1,Mrs.,4,16,B,PC
196,female,C,1,58,0,0,146.5208,1,Miss.,2,12,B,PC
196,female,C,1,58,0,0,146.5208,1,Miss.,2,12,B,PC
197,male,Q,3,39,0,0,7.75,0,Mr.,2,13,n,digit
197,male,Q,3,35,0,0,7.75,0,Mr.,2,13,n,digit
198,male,S,3,42,0,1,8.4042,0,Mr.,4,24,n,digit
198,male,S,3,42,0,1,8.4042,0,Mr.,4,24,n,digit
199,female,Q,3,34,0,0,7.75,1,Miss.,3,23,n,digit
199,female,Q,3,34,0,0,7.75,1,Miss.,3,23,n,digit
200,female,S,2,24,0,0,13,0,Miss.,3,14,n,digit
200,female,S,2,24,0,0,13,0,Miss.,3,14,n,digit
201,male,S,3,28,0,0,9.5,0,Mr.,4,22,n,digit
201,male,S,3,28,0,0,9.5,0,Mr.,4,22,n,digit
202,male,S,3,3,8,2,69.55,0,Mr.,2,13,n,CA
202,male,S,3,5,8,2,69.55,0,Mr.,2,13,n,CA
203,male,S,3,34,0,0,6.4958,0,Mr.,3,19,n,digit
203,male,S,3,34,0,0,6.4958,0,Mr.,3,19,n,digit
204,male,C,3,45.5,0,0,7.225,0,Mr.,2,14,n,digit
204,male,C,3,45.5,0,0,7.225,0,Mr.,2,14,n,digit
205,male,S,3,18,0,0,8.05,1,Mr.,3,17,n,A/5
205,male,S,3,18,0,0,8.05,1,Mr.,3,17,n,A/5
206,female,S,3,2,0,1,10.4625,0,Miss.,3,17,o,digit
206,female,S,3,2,0,1,10.4625,0,Miss.,3,17,o,digit
207,male,S,3,32,1,0,15.85,0,Mr.,3,19,n,digit
207,male,S,3,32,1,0,15.85,0,Mr.,3,19,n,digit
208,male,C,3,26,0,0,18.7875,1,Mr.,3,20,n,digit
208,male,C,3,26,0,0,18.7875,1,Mr.,3,20,n,digit
209,female,Q,3,16,0,0,7.75,1,Miss.,3,16,n,digit
209,female,Q,3,16,0,0,7.75,1,Miss.,3,16,n,digit
210,male,C,1,40,0,0,31,1,Mr.,2,10,o,digit
210,male,C,1,40,0,0,31,1,Mr.,2,10,o,digit
211,male,S,3,24,0,0,7.05,0,Mr.,2,8,n,SOTON/OQ
211,male,S,3,24,0,0,7.05,0,Mr.,2,8,n,SOTON/OQ
212,female,S,2,35,0,0,21,1,Miss.,3,17,n,FCC
212,female,S,2,35,0,0,21,1,Miss.,3,17,n,FCC
213,male,S,3,22,0,0,7.25,0,Mr.,3,15,n,A/5
213,male,S,3,22,0,0,7.25,0,Mr.,3,15,n,A/5
214,male,S,2,30,0,0,13,0,Mr.,3,20,n,digit
214,male,S,2,30,0,0,13,0,Mr.,3,20,n,digit
215,male,Q,3,1,1,0,7.75,0,Mr.,2,13,n,digit
215,male,Q,3,32,1,0,7.75,0,Mr.,2,13,n,digit
216,female,C,1,31,1,0,113.275,1,Miss.,2,15,D,digit
216,female,C,1,31,1,0,113.275,1,Miss.,2,15,D,digit
217,female,S,3,27,0,0,7.925,1,Miss.,2,14,n,STON/O2
217,female,S,3,27,0,0,7.925,1,Miss.,2,14,n,STON/O2
218,male,S,2,42,1,0,27,0,Mr.,3,21,n,digit
218,male,S,2,42,1,0,27,0,Mr.,3,21,n,digit
219,female,C,1,32,0,0,76.2917,1,Miss.,2,13,D,digit
219,female,C,1,32,0,0,76.2917,1,Miss.,2,13,D,digit
220,male,S,2,30,0,0,10.5,0,Mr.,2,12,n,W/C
220,male,S,2,30,0,0,10.5,0,Mr.,2,12,n,W/C
221,male,S,3,16,0,0,8.05,1,Mr.,3,23,n,SOTON/OQ
221,male,S,3,16,0,0,8.05,1,Mr.,3,23,n,SOTON/OQ
222,male,S,2,27,0,0,13,0,Mr.,3,13,n,digit
222,male,S,2,27,0,0,13,0,Mr.,3,13,n,digit
223,male,S,3,51,0,0,8.05,0,Mr.,3,16,n,digit
223,male,S,3,51,0,0,8.05,0,Mr.,3,16,n,digit
224,male,S,3,21,0,0,7.8958,0,Mr.,2,14,n,digit
224,male,S,3,24,0,0,7.8958,0,Mr.,2,14,n,digit
225,male,S,1,38,1,0,90,1,Mr.,3,21,C,digit
225,male,S,1,38,1,0,90,1,Mr.,3,21,C,digit
226,male,S,3,22,0,0,9.35,0,Mr.,4,20,n,other
226,male,S,3,22,0,0,9.35,0,Mr.,4,20,n,other
227,male,S,2,19,0,0,10.5,1,Mr.,3,18,n,other
227,male,S,2,19,0,0,10.5,1,Mr.,3,18,n,other
228,male,S,3,20.5,0,0,7.25,0,Mr.,4,14,n,A/5
228,male,S,3,20.5,0,0,7.25,0,Mr.,4,14,n,A/5
229,male,S,2,18,0,0,13,0,Mr.,3,18,n,digit
229,male,S,2,18,0,0,13,0,Mr.,3,18,n,digit
230,female,S,3,10,3,1,25.4667,0,Miss.,2,15,n,digit
230,female,S,3,10,3,1,25.4667,0,Miss.,2,15,n,digit
231,female,S,1,35,1,0,83.475,1,Mrs.,4,20,C,digit
231,female,S,1,35,1,0,83.475,1,Mrs.,4,20,C,digit
232,male,S,3,29,0,0,7.775,0,Mr.,3,17,n,digit
232,male,S,3,29,0,0,7.775,0,Mr.,3,17,n,digit
233,male,S,2,59,0,0,13.5,0,Mr.,3,18,n,digit
233,male,S,2,59,0,0,13.5,0,Mr.,3,18,n,digit
234,female,S,3,5,4,2,31.3875,1,Miss.,3,21,n,digit
234,female,S,3,5,4,2,31.3875,1,Miss.,3,21,n,digit
235,male,S,2,24,0,0,10.5,0,Mr.,4,25,n,CA
235,male,S,2,24,0,0,10.5,0,Mr.,4,25,n,CA
236,female,S,3,19,0,0,7.55,0,Miss.,3,19,n,W/C
236,female,S,3,19,0,0,7.55,0,Miss.,3,19,n,W/C
237,male,S,2,44,1,0,26,0,Mr.,2,11,n,digit
237,male,S,2,44,1,0,26,0,Mr.,2,11,n,digit
238,female,S,2,8,0,2,26.25,1,Miss.,3,23,n,CA
238,female,S,2,8,0,2,26.25,1,Miss.,3,23,n,CA
239,male,S,2,19,0,0,10.5,0,Mr.,3,24,n,digit
239,male,S,2,19,0,0,10.5,0,Mr.,3,24,n,digit
240,male,S,2,33,0,0,12.275,0,Mr.,3,15,n,other
240,male,S,2,33,0,0,12.275,0,Mr.,3,15,n,other
241,female,C,3,27,1,0,14.4542,0,Miss.,2,13,n,digit
241,female,C,3,26,1,0,14.4542,0,Miss.,2,13,n,digit
242,female,Q,3,40,1,0,15.5,1,Miss.,3,21,n,digit
242,female,Q,3,6,1,0,15.5,1,Miss.,3,21,n,digit
243,male,S,2,29,0,0,10.5,0,Mr.,3,24,n,W/C
243,male,S,2,29,0,0,10.5,0,Mr.,3,24,n,W/C
244,male,S,3,22,0,0,7.125,0,Mr.,3,22,n,STON/O 2
244,male,S,3,22,0,0,7.125,0,Mr.,3,22,n,STON/O 2
245,male,C,3,30,0,0,7.225,0,Mr.,2,14,n,digit
245,male,C,3,30,0,0,7.225,0,Mr.,2,14,n,digit
246,male,Q,1,44,2,0,90,0,Dr.,3,20,C,digit
246,male,Q,1,44,2,0,90,0,Dr.,3,20,C,digit
247,female,S,3,25,0,0,7.775,0,Miss.,4,27,n,digit
247,female,S,3,25,0,0,7.775,0,Miss.,4,27,n,digit
248,female,S,2,24,0,2,14.5,1,Mrs.,3,17,n,digit
248,female,S,2,24,0,2,14.5,1,Mrs.,3,17,n,digit
249,male,S,1,37,1,1,52.5542,1,Mr.,3,22,D,digit
249,male,S,1,37,1,1,52.5542,1,Mr.,3,22,D,digit
250,male,S,2,54,1,0,26,0,Rev.,3,21,n,digit
250,male,S,2,54,1,0,26,0,Rev.,3,21,n,digit
251,male,S,3,21,0,0,7.25,0,Mr.,3,15,n,digit
251,male,S,3,21,0,0,7.25,0,Mr.,3,15,n,digit
252,female,S,3,29,1,1,10.4625,0,Mrs.,3,12,o,digit
252,female,S,3,29,1,1,10.4625,0,Mrs.,3,12,o,digit
253,male,S,1,62,0,0,26.55,0,Mr.,3,18,C,digit
253,male,S,1,62,0,0,26.55,0,Mr.,3,18,C,digit
254,male,S,3,30,1,0,16.1,0,Mr.,3,17,n,A/5
254,male,S,3,30,1,0,16.1,0,Mr.,3,17,n,A/5
255,female,S,3,41,0,2,20.2125,0,Mrs.,3,13,n,digit
255,female,S,3,41,0,2,20.2125,0,Mrs.,3,13,n,digit
256,female,C,3,29,0,2,15.2458,1,Mrs.,3,11,n,digit
256,female,C,3,29,0,2,15.2458,1,Mrs.,3,11,n,digit
257,female,C,1,25,0,0,79.2,1,Mrs.,3,22,n,PC
257,female,C,1,28,0,0,79.2,1,Mrs.,3,22,n,PC
258,female,S,1,30,0,0,86.5,1,Miss.,2,12,B,digit
258,female,S,1,30,0,0,86.5,1,Miss.,2,12,B,digit
259,female,C,1,35,0,0,512.3292,1,Miss.,2,8,n,PC
259,female,C,1,35,0,0,512.3292,1,Miss.,2,8,n,PC
260,female,S,2,50,0,1,26,1,Mrs.,2,7,n,digit
260,female,S,2,50,0,1,26,1,Mrs.,2,7,n,digit
261,male,Q,3,35,0,0,7.75,0,Mr.,2,11,n,digit
261,male,Q,3,35,0,0,7.75,0,Mr.,2,11,n,digit
262,male,S,3,3,4,2,31.3875,1,Master.,4,21,n,digit
262,male,S,3,3,4,2,31.3875,1,Master.,4,21,n,digit
263,male,S,1,52,1,1,79.65,0,Mr.,2,11,E,digit
263,male,S,1,52,1,1,79.65,0,Mr.,2,11,E,digit
264,male,S,1,40,0,0,0,0,Mr.,2,15,B,digit
264,male,S,1,40,0,0,0,0,Mr.,2,15,B,digit
265,female,Q,3,36,0,0,7.75,0,Miss.,2,10,n,digit
265,female,Q,3,31,0,0,7.75,0,Miss.,2,10,n,digit
266,male,S,2,36,0,0,10.5,0,Mr.,2,11,n,CA
266,male,S,2,36,0,0,10.5,0,Mr.,2,11,n,CA
267,male,S,3,16,4,1,39.6875,0,Mr.,3,18,n,digit
267,male,S,3,16,4,1,39.6875,0,Mr.,3,18,n,digit
268,male,S,3,25,1,0,7.775,1,Mr.,3,17,n,digit
268,male,S,3,25,1,0,7.775,1,Mr.,3,17,n,digit
269,female,S,1,58,0,1,153.4625,1,Mrs.,4,21,C,PC
269,female,S,1,58,0,1,153.4625,1,Mrs.,4,21,C,PC
270,female,S,1,35,0,0,135.6333,1,Miss.,2,14,C,PC
270,female,S,1,35,0,0,135.6333,1,Miss.,2,14,C,PC
271,male,S,1,39,0,0,31,0,Mr.,2,15,n,digit
271,male,S,1,40,0,0,31,0,Mr.,2,15,n,digit
272,male,S,3,25,0,0,0,1,Mr.,3,21,n,LINE
272,male,S,3,25,0,0,0,1,Mr.,3,21,n,LINE
273,female,S,2,41,0,1,19.5,1,Mrs.,2,9,n,digit
273,female,S,2,41,0,1,19.5,1,Mrs.,2,9,n,digit
274,male,C,1,37,0,1,29.7,0,Mr.,3,14,C,PC
274,male,C,1,37,0,1,29.7,0,Mr.,3,14,C,PC
275,female,Q,3,0.67,0,0,7.75,1,Miss.,3,17,n,digit
275,female,Q,3,25,0,0,7.75,1,Miss.,3,17,n,digit
276,female,S,1,63,1,0,77.9583,1,Miss.,3,24,D,digit
276,female,S,1,63,1,0,77.9583,1,Miss.,3,24,D,digit
277,female,S,3,45,0,0,7.75,0,Miss.,3,24,n,digit
277,female,S,3,45,0,0,7.75,0,Miss.,3,24,n,digit
278,male,S,2,19,0,0,0,0,Mr.,3,20,n,digit
278,male,S,2,19,0,0,0,0,Mr.,3,20,n,digit
279,male,Q,3,7,4,1,29.125,0,Master.,2,8,n,digit
279,male,Q,3,7,4,1,29.125,0,Master.,2,8,n,digit
280,female,S,3,35,1,1,20.25,1,Mrs.,3,13,n,CA
280,female,S,3,35,1,1,20.25,1,Mrs.,3,13,n,CA
281,male,Q,3,65,0,0,7.75,0,Mr.,2,10,n,digit
281,male,Q,3,65,0,0,7.75,0,Mr.,2,10,n,digit
282,male,S,3,28,0,0,7.8542,0,Mr.,4,24,n,digit
282,male,S,3,28,0,0,7.8542,0,Mr.,4,24,n,digit
283,male,S,3,16,0,0,9.5,0,Mr.,3,18,n,digit
283,male,S,3,16,0,0,9.5,0,Mr.,3,18,n,digit
284,male,S,3,19,0,0,8.05,1,Mr.,3,19,n,A/5
284,male,S,3,19,0,0,8.05,1,Mr.,3,19,n,A/5
285,male,S,1,38,0,0,26,0,Mr.,3,19,o,digit
285,male,S,1,39,0,0,26,0,Mr.,3,19,o,digit
286,male,C,3,33,0,0,8.6625,0,Mr.,2,13,n,digit
286,male,C,3,33,0,0,8.6625,0,Mr.,2,13,n,digit
287,male,S,3,30,0,0,9.5,1,Mr.,3,16,n,digit
287,male,S,3,30,0,0,9.5,1,Mr.,3,16,n,digit
288,male,S,3,22,0,0,7.8958,0,Mr.,2,14,n,digit
288,male,S,3,22,0,0,7.8958,0,Mr.,2,14,n,digit
289,male,S,2,42,0,0,13,1,Mr.,2,14,n,digit
289,male,S,2,42,0,0,13,1,Mr.,2,14,n,digit
290,female,Q,3,22,0,0,7.75,1,Miss.,2,12,n,digit
290,female,Q,3,22,0,0,7.75,1,Miss.,2,12,n,digit
291,female,S,1,26,0,0,78.85,1,Miss.,3,19,n,digit
291,female,S,1,26,0,0,78.85,1,Miss.,3,19,n,digit
292,female,C,1,19,1,0,91.0792,1,Mrs.,4,16,B,digit
292,female,C,1,19,1,0,91.0792,1,Mrs.,4,16,B,digit
293,male,C,2,36,0,0,12.875,0,Mr.,3,15,D,SC/Paris
293,male,C,2,36,0,0,12.875,0,Mr.,3,15,D,SC/Paris
294,female,S,3,24,0,0,8.85,0,Miss.,2,11,n,digit
294,female,S,3,24,0,0,8.85,0,Miss.,2,11,n,digit
295,male,S,3,24,0,0,7.8958,0,Mr.,2,10,n,digit
295,male,S,3,24,0,0,7.8958,0,Mr.,2,10,n,digit
296,male,C,1,21,0,0,27.7208,0,Mr.,3,10,n,PC
296,male,C,1,21,0,0,27.7208,0,Mr.,3,10,n,PC
297,male,C,3,23.5,0,0,7.2292,0,Mr.,2,12,n,digit
297,male,C,3,23.5,0,0,7.2292,0,Mr.,2,12,n,digit
298,female,S,1,2,1,2,151.55,0,Miss.,3,19,C,digit
298,female,S,1,2,1,2,151.55,0,Miss.,3,19,C,digit
299,male,S,1,27,0,0,30.5,1,Mr.,2,15,C,digit
299,male,S,1,57,0,0,30.5,1,Mr.,2,15,C,digit
300,female,C,1,50,0,1,247.5208,1,Mrs.,3,11,B,PC
300,female,C,1,50,0,1,247.5208,1,Mrs.,3,11,B,PC
301,female,Q,3,34,0,0,7.75,1,Miss.,5,29,n,digit
301,female,Q,3,0.67,0,0,7.75,1,Miss.,5,29,n,digit
302,male,Q,3,12,2,0,23.25,1,Mr.,2,12,n,digit
302,male,Q,3,1,2,0,23.25,1,Mr.,2,12,n,digit
303,male,S,3,19,0,0,0,0,Mr.,4,23,n,LINE
303,male,S,3,19,0,0,0,0,Mr.,4,23,n,LINE
304,female,Q,2,17,0,0,12.35,1,Miss.,3,10,E,digit
304,female,Q,2,39,0,0,12.35,1,Miss.,3,10,E,digit
305,male,S,3,32,0,0,8.05,0,Mr.,4,25,n,A/5
305,male,S,3,24,0,0,8.05,0,Mr.,4,25,n,A/5
306,male,S,1,0.92,1,2,151.55,1,Master.,3,19,C,digit
306,male,S,1,0.92,1,2,151.55,1,Master.,3,19,C,digit
307,female,C,1,38,0,0,110.8833,1,Miss.,2,15,n,digit
307,female,C,1,62,0,0,110.8833,1,Miss.,2,15,n,digit
308,female,C,1,17,1,0,108.9,1,Mrs.,5,32,C,PC
308,female,C,1,17,1,0,108.9,1,Mrs.,5,32,C,PC
309,male,C,2,30,1,0,24,0,Mr.,2,13,n,other
309,male,C,2,30,1,0,24,0,Mr.,2,13,n,other
310,female,C,1,30,0,0,56.9292,1,Miss.,3,21,E,PC
310,female,C,1,30,0,0,56.9292,1,Miss.,3,21,E,PC
311,female,C,1,24,0,0,83.1583,1,Miss.,3,21,C,digit
311,female,C,1,24,0,0,83.1583,1,Miss.,3,21,C,digit
312,female,C,1,18,2,2,262.375,1,Miss.,3,17,B,PC
312,female,C,1,18,2,2,262.375,1,Miss.,3,17,B,PC
313,female,S,2,26,1,1,26,0,Mrs.,3,15,n,digit
313,female,S,2,26,1,1,26,0,Mrs.,3,15,n,digit
314,male,S,3,28,0,0,7.8958,0,Mr.,2,16,n,digit
314,male,S,3,28,0,0,7.8958,0,Mr.,2,16,n,digit
315,male,S,2,43,1,1,26.25,0,Mr.,2,12,n,FCC
315,male,S,2,43,1,1,26.25,0,Mr.,2,12,n,FCC
316,female,S,3,26,0,0,7.8542,1,Miss.,3,22,n,digit
316,female,S,3,26,0,0,7.8542,1,Miss.,3,22,n,digit
317,female,S,2,24,1,0,26,1,Mrs.,3,11,n,digit
317,female,S,2,24,1,0,26,1,Mrs.,3,11,n,digit
318,male,S,2,54,0,0,14,0,Dr.,2,14,n,digit
318,male,S,2,54,0,0,14,0,Dr.,2,14,n,digit
319,female,S,1,31,0,2,164.8667,1,Miss.,3,15,C,digit
319,female,S,1,31,0,2,164.8667,1,Miss.,3,15,C,digit
320,female,C,1,40,1,1,134.5,1,Mrs.,4,21,E,digit
320,female,C,1,40,1,1,134.5,1,Mrs.,4,21,E,digit
321,male,S,3,22,0,0,7.25,0,Mr.,2,12,n,A/5
321,male,S,3,22,0,0,7.25,0,Mr.,2,12,n,A/5
322,male,S,3,27,0,0,7.8958,0,Mr.,2,10,n,digit
322,male,S,3,27,0,0,7.8958,0,Mr.,2,10,n,digit
323,female,Q,2,30,0,0,12.35,1,Miss.,3,16,n,digit
323,female,Q,2,30,0,0,12.35,1,Miss.,3,16,n,digit
324,female,S,2,22,1,1,29,1,Mrs.,4,21,n,digit
324,female,S,2,22,1,1,29,1,Mrs.,4,21,n,digit
325,male,S,3,5,8,2,69.55,0,Mr.,4,16,n,CA
325,male,S,3,5,8,2,69.55,0,Mr.,4,16,n,CA
326,female,C,1,36,0,0,135.6333,1,Miss.,3,15,C,PC
326,female,C,1,36,0,0,135.6333,1,Miss.,3,15,C,PC
327,male,S,3,61,0,0,6.2375,0,Mr.,3,18,n,digit
327,male,S,3,61,0,0,6.2375,0,Mr.,3,18,n,digit
328,female,S,2,36,0,0,13,1,Mrs.,2,4,D,digit
328,female,S,2,36,0,0,13,1,Mrs.,2,4,D,digit
329,female,S,3,31,1,1,20.525,1,Mrs.,4,18,n,digit
329,female,S,3,31,1,1,20.525,1,Mrs.,4,18,n,digit
330,female,C,1,16,0,1,57.9792,1,Miss.,3,19,B,digit
330,female,C,1,16,0,1,57.9792,1,Miss.,3,19,B,digit
331,female,Q,3,4,2,0,23.25,1,Miss.,2,10,n,digit
331,female,Q,3,4,2,0,23.25,1,Miss.,2,10,n,digit
332,male,S,1,45.5,0,0,28.5,0,Mr.,2,13,C,digit
332,male,S,1,45.5,0,0,28.5,0,Mr.,2,13,C,digit
333,male,S,1,38,0,1,153.4625,0,Mr.,3,18,C,PC
333,male,S,1,38,0,1,153.4625,0,Mr.,3,18,C,PC
334,male,S,3,16,2,0,18,0,Mr.,4,23,n,digit
334,male,S,3,16,2,0,18,0,Mr.,4,23,n,digit
335,female,S,1,43,1,0,133.65,1,Mrs.,4,22,n,PC
335,female,S,1,15,1,0,133.65,1,Mrs.,4,22,n,PC
336,male,S,3,24,0,0,7.8958,0,Mr.,2,12,n,digit
336,male,S,3,24,0,0,7.8958,0,Mr.,2,12,n,digit
337,male,S,1,29,1,0,66.6,0,Mr.,3,18,C,digit
337,male,S,1,29,1,0,66.6,0,Mr.,3,18,C,digit
338,female,C,1,41,0,0,134.5,1,Miss.,3,22,E,digit
338,female,C,1,41,0,0,134.5,1,Miss.,3,22,E,digit
339,male,S,3,45,0,0,8.05,1,Mr.,3,14,n,digit
339,male,S,3,45,0,0,8.05,1,Mr.,3,14,n,digit
340,male,S,1,45,0,0,35.5,0,Mr.,3,21,o,digit
340,male,S,1,45,0,0,35.5,0,Mr.,3,21,o,digit
341,male,S,2,2,1,1,26,1,Master.,3,19,o,digit
341,male,S,2,2,1,1,26,1,Master.,3,19,o,digit
342,female,S,1,24,3,2,263,1,Miss.,3,21,C,digit
342,female,S,1,24,3,2,263,1,Miss.,3,21,C,digit
343,male,S,2,28,0,0,13,0,Mr.,3,19,n,digit
343,male,S,2,28,0,0,13,0,Mr.,3,19,n,digit
344,male,S,2,25,0,0,13,0,Mr.,4,34,n,digit
344,male,S,2,25,0,0,13,0,Mr.,4,34,n,digit
345,male,S,2,36,0,0,13,0,Mr.,3,16,n,digit
345,male,S,2,36,0,0,13,0,Mr.,3,16,n,digit
346,female,S,2,24,0,0,13,1,Miss.,3,20,o,digit
346,female,S,2,24,0,0,13,1,Miss.,3,20,o,digit
347,female,S,2,40,0,0,13,1,Miss.,3,16,n,digit
347,female,S,2,40,0,0,13,1,Miss.,3,16,n,digit
348,female,S,3,19,1,0,16.1,1,Mrs.,4,18,n,digit
348,female,S,3,1,1,0,16.1,1,Mrs.,4,18,n,digit
349,male,S,3,3,1,1,15.9,1,Master.,4,26,n,CA
349,male,S,3,3,1,1,15.9,1,Master.,4,26,n,CA
350,male,S,3,42,0,0,8.6625,0,Mr.,2,10,n,digit
350,male,S,3,42,0,0,8.6625,0,Mr.,2,10,n,digit
351,male,S,3,23,0,0,9.225,0,Mr.,3,15,n,digit
351,male,S,3,23,0,0,9.225,0,Mr.,3,15,n,digit
352,male,S,1,38,0,0,35,0,Mr.,3,31,C,digit
352,male,S,1,40,0,0,35,0,Mr.,3,31,C,digit
353,male,C,3,15,1,1,7.2292,0,Mr.,2,12,n,digit
353,male,C,3,15,1,1,7.2292,0,Mr.,2,12,n,digit
354,male,S,3,25,1,0,17.8,0,Mr.,2,19,n,digit
354,male,S,3,25,1,0,17.8,0,Mr.,2,19,n,digit
355,male,C,3,45,0,0,7.225,0,Mr.,2,11,n,digit
355,male,C,3,18,0,0,7.225,0,Mr.,2,11,n,digit
356,male,S,3,28,0,0,9.5,0,Mr.,4,19,n,digit
356,male,S,3,28,0,0,9.5,0,Mr.,4,19,n,digit
357,female,S,1,22,0,1,55,1,Miss.,3,18,E,digit
